member_id	start_date	DURATION	INT_MEAN	INT_PEAK	AUC	log_SEVERITY_1	log_SEVERITY_2	MV [D,I]	COMPINDX_k3_ss412	COMPINDX_k4_ss366	COMPINDX_k5_ss389
r10i1181p1f1	1939-08-02	7	1.357	1.601	3.228	3.2631602995057207	4.107316669849797	(7, 1.357)	2	0	0
r10i1181p1f1	1940-07-30	3	1.081	1.253	0.556	1.8896482562540837	1.3581676752688665	(3, 1.081)	1	1	1
r10i1181p1f1	1940-08-06	7	1.008	1.089	0.783	2.9790143674041074	2.7409279514107583	(7, 1.008)	1	1	1
r10i1181p1f1	1943-06-02	13	1.382	1.812	6.315	4.186275314171797	5.693724502272586	(13, 1.382)	2	2	4
r10i1181p1f1	1943-07-04	3	1.164	1.324	0.803	1.9527894920251458	1.6433581403858413	(3, 1.164)	0	3	3
r10i1181p1f1	1943-08-27	6	1.138	1.427	1.453	2.874982614778936	3.107034423681403	(6, 1.138)	0	3	3
r10i1181p1f1	1944-07-30	4	1.328	1.569	1.729	2.453071926267982	2.6967870088234993	(4, 1.328)	0	0	0
r10i1181p1f1	1944-08-07	3	0.982	1.019	0.259	1.8087184623074828	0.8526279775327722	(3, 0.982)	1	1	1
r10i1181p1f1	1945-07-05	12	1.178	1.415	3.385	3.9113936160359355	4.953795471431777	(12, 1.178)	2	2	2
r10i1181p1f1	1945-08-03	3	1.079	1.144	0.548	1.888076485048371	1.3474213846864285	(3, 1.079)	1	1	1
r10i1181p1f1	1948-07-24	3	1.183	1.306	0.861	1.9666994485426734	1.6999890104703193	(3, 1.183)	0	3	3
r10i1181p1f1	1949-06-24	3	0.988	1.085	0.277	1.8138142307275258	0.8917251418628664	(3, 0.988)	1	1	1
r10i1181p1f1	1950-07-05	3	1.133	1.236	0.711	1.9296705251208113	1.5463840214970004	(3, 1.133)	1	3	3
r10i1181p1f1	1952-07-31	3	1.163	1.228	0.801	1.9520520017200835	1.6413469779406025	(3, 1.163)	1	3	3
r10i1181p1f1	1953-06-10	3	1.133	1.251	0.713	1.9296705251208113	1.5485953108071313	(3, 1.133)	1	3	3
r10i1181p1f1	1953-07-27	4	1.118	1.354	0.889	2.29696935420841	2.0933444468488274	(4, 1.118)	0	3	3
r10i1181p1f1	1953-08-04	4	1.449	1.78	2.215	2.5330616916750475	2.929592471049446	(4, 1.449)	0	0	0
r10i1181p1f1	1955-06-01	3	1.09	1.267	0.584	1.896690813917729	1.394895518599486	(3, 1.09)	1	1	3
r10i1181p1f1	1955-06-07	8	1.131	1.278	1.883	3.2805957007813187	3.775227461703862	(8, 1.131)	0	3	2
r10i1181p1f1	1957-06-24	4	1.148	1.276	1.011	2.3208178612551054	2.2069548619787955	(4, 1.148)	0	3	3
r10i1181p1f1	1958-06-01	3	1.151	1.218	0.765	1.9431594319473882	1.6044367481077564	(3, 1.151)	1	3	3
r10i1181p1f1	1958-07-24	3	1.181	1.203	0.855	1.9652443208753656	1.6942771576452456	(3, 1.181)	1	3	3
r10i1181p1f1	1958-07-31	5	1.11	1.255	1.072	2.596013916827673	2.563819824348271	(5, 1.11)	1	3	3
r10i1181p1f1	1958-08-12	4	0.908	0.98	0.047	2.1119087318173375	0.3191807395111519	(4, 0.908)	1	1	1
r10i1181p1f1	1959-06-04	5	1.231	1.505	1.677	2.692123942275254	2.983124629732448	(5, 1.231)	0	0	0
r10i1181p1f1	1959-06-25	4	1.223	1.474	1.31	2.3780635541699513	2.4406063908914204	(4, 1.223)	0	3	3
r10i1181p1f1	1960-08-08	3	0.991	1.045	0.286	1.8163524103314332	0.9107150537881289	(3, 0.991)	1	1	1
r10i1181p1f1	1961-06-18	5	1.152	1.393	1.281	2.630431055091278	2.7292907089163507	(5, 1.152)	0	3	3
r10i1181p1f1	1961-07-14	7	1.096	1.374	1.4	3.058622752657611	3.2931801121212207	(7, 1.096)	0	3	2
r10i1181p1f1	1963-06-01	10	1.201	1.459	3.054	3.663021877368445	4.580631148955199	(10, 1.201)	2	2	2
r10i1181p1f1	1963-07-21	7	1.459	1.798	3.942	3.3329563039325407	4.30415781427728	(7, 1.459)	2	0	0
r10i1181p1f1	1965-06-14	4	1.094	1.383	0.793	2.2774723921789706	1.9938836533181894	(4, 1.094)	0	3	3
r10i1181p1f1	1965-07-16	4	1.026	1.078	0.519	2.2200726714195813	1.6393849888020524	(4, 1.026)	1	1	1
r10i1181p1f1	1968-06-30	6	1.257	1.465	2.167	2.969082894297463	3.4918989470578983	(6, 1.257)	0	0	0
r10i1181p1f1	1968-07-16	7	1.252	1.497	2.493	3.185830368300718	3.853779426926402	(7, 1.252)	0	0	0
r10i1181p1f1	1969-06-20	6	0.939	1.004	0.258	2.6946559108195483	1.5669082360356847	(6, 0.939)	1	1	1
r10i1181p1f1	1969-07-28	3	0.957	1.06	0.184	1.7872020781678604	0.6709486286741467	(3, 0.957)	1	1	1
r10i1181p1f1	1969-08-05	5	0.995	1.061	0.497	2.4952231007448065	1.880476587349281	(5, 0.995)	1	1	1
r10i1181p1f1	1969-08-13	3	1.245	1.376	1.048	2.0107892059008607	1.8633927223480167	(3, 1.245)	0	3	3
r10i1181p1f1	1971-08-17	3	1.066	1.263	0.512	1.8777993092709364	1.297580637895095	(3, 1.066)	1	1	1
r10i1181p1f1	1973-06-06	9	1.373	1.787	4.297	3.6394528374515778	4.762336314775807	(9, 1.373)	2	2	4
r10i1181p1f1	1973-06-22	3	1.05	1.173	0.461	1.8650037419525174	1.2224293103801878	(3, 1.05)	1	1	1
r10i1181p1f1	1973-06-28	9	1.211	1.714	2.839	3.5174088126242187	4.3522501837485805	(9, 1.211)	2	0	0
r10i1181p1f1	1975-07-19	9	1.034	1.188	1.244	3.3644642386059345	3.5435068010981836	(9, 1.034)	1	3	2
r10i1181p1f1	1977-08-24	3	1.137	1.318	0.725	1.9326838233665247	1.5617613343545442	(3, 1.137)	1	3	3
r10i1181p1f1	1978-07-24	7	1.311	1.622	2.908	3.230015934055914	4.004728225961749	(7, 1.311)	2	0	0
r10i1181p1f1	1978-08-12	3	1.097	1.232	0.604	1.9021342734584945	1.4203276194229513	(3, 1.097)	1	1	1
r10i1181p1f1	1980-06-25	3	1.015	1.085	0.358	1.8364292051354612	1.0508994425482807	(3, 1.015)	1	1	1
r10i1181p1f1	1980-07-02	7	1.239	1.406	2.403	3.1758263981643715	3.817804251477064	(7, 1.239)	0	0	2
r10i1181p1f1	1980-07-11	3	0.999	1.009	0.31	1.8230895610787659	0.9596594650996648	(3, 0.999)	1	1	1
r10i1181p1f1	1984-06-01	4	1.38	1.643	1.938	2.488234439880675	2.8036027757689506	(4, 1.38)	0	0	0
r10i1181p1f1	1984-08-10	3	0.927	0.972	0.094	1.7607560064208525	0.3977274681225152	(3, 0.927)	1	1	1
r10i1181p1f1	1984-08-18	8	1.046	1.273	1.2	3.2055181340186425	3.3376503829393194	(8, 1.046)	1	3	2
r10i1181p1f1	1985-07-08	3	1.017	1.155	0.363	1.83808421800981	1.0599419115922148	(3, 1.017)	1	1	1
r10i1181p1f1	1985-07-31	5	1.192	1.325	1.482	2.6621434361518546	2.8661509954173114	(5, 1.192)	0	3	3
r10i1181p1f1	1988-06-11	5	1.038	1.272	0.712	2.53410885629632	2.192815092040572	(5, 1.038)	1	1	1
r10i1181p1f1	1988-07-12	3	1.1	1.16	0.612	1.9044581443609874	1.4303220796589575	(3, 1.1)	1	1	1
r10i1181p1f1	1988-08-23	5	0.968	1.018	0.362	2.4700103327866922	1.6188500864820399	(5, 0.968)	1	1	1
r10i1181p1f1	1990-07-30	5	1.132	1.274	1.18	2.614189585366307	2.65273486896079	(5, 1.132)	0	3	3
r10i1181p1f1	1990-08-25	5	1.265	1.352	1.846	2.717546960968081	3.074492964363732	(5, 1.265)	0	3	3
r10i1181p1f1	1991-07-24	3	0.945	0.964	0.146	1.776707426721953	0.5645397900946423	(3, 0.945)	1	1	1
r10i1181p1f1	1992-06-27	10	1.193	1.523	2.97	3.656510498597268	4.553030707445593	(10, 1.193)	2	2	2
r10i1181p1f1	1997-08-10	7	1.219	1.753	2.263	3.160237556281167	3.7591362785757405	(7, 1.219)	0	0	0
r10i1181p1f1	1998-06-18	8	1.713	2.119	6.534	3.6828806300317414	5.002922578522913	(8, 1.713)	2	2	4
r10i1181p1f1	1998-06-30	3	1.023	1.112	0.381	1.8430328854192755	1.0918340593043026	(3, 1.023)	1	1	1
r10i1181p1f1	1998-07-27	4	1.315	1.529	1.676	2.444084655267745	2.667783607873655	(4, 1.315)	0	0	0
r10i1181p1f1	1999-05-31	3	1.069	1.169	0.519	1.8801803570932276	1.3074684211342518	(3, 1.069)	1	1	1
r10i1181p1f1	2000-06-09	3	1.244	1.348	1.045	2.0100932874778716	1.8609713161181207	(3, 1.244)	0	3	3
r10i1181p1f1	2003-07-21	3	1.073	1.18	0.532	1.8833462940570747	1.3255760241460586	(3, 1.073)	1	1	1
r10i1181p1f1	2009-06-06	13	1.1	1.306	2.654	3.9619436396922674	4.8314985014016	(13, 1.1)	2	2	2
r10i1181p1f1	2010-07-08	3	0.983	1.055	0.261	1.8095695623406716	0.8570483617962074	(3, 0.983)	1	1	1
r10i1231p1f1	1851-07-04	3	1.037	1.151	0.412	1.8544854208953232	1.1444822561168142	(3, 1.037)	1	1	1
r10i1231p1f1	1851-07-11	8	1.336	1.487	3.488	3.4413865074604337	4.381081569351768	(8, 1.336)	2	0	0
r10i1231p1f1	1852-06-06	3	1.184	1.269	0.851	1.96742621912213	1.6904510497143228	(3, 1.184)	0	3	3
r10i1231p1f1	1852-06-14	3	1.299	1.397	1.197	2.047667294277063	1.9768264829675917	(3, 1.299)	0	3	3
r10i1231p1f1	1852-06-30	4	0.988	1.083	0.35	2.186500613973244	1.33500106673234	(4, 0.988)	1	1	1
r10i1231p1f1	1852-07-25	4	1.192	1.36	1.169	2.35479796444098	2.337179737758545	(4, 1.192)	0	3	3
r10i1231p1f1	1853-08-05	4	1.306	1.431	1.624	2.43781504225415	2.638485737716301	(4, 1.306)	0	0	0
r10i1231p1f1	1855-06-06	3	1.094	1.224	0.582	1.8998049895985742	1.392316369876498	(3, 1.094)	1	1	1
r10i1231p1f1	1855-08-20	3	1.036	1.092	0.407	1.8536717181554538	1.136175871860684	(3, 1.036)	1	1	1
r10i1231p1f1	1856-06-05	3	0.963	1.021	0.19	1.7924083891450562	0.6867613144064533	(3, 0.963)	1	1	1
r10i1231p1f1	1856-08-23	4	1.146	1.226	0.984	2.3192455338871527	2.182900250048066	(4, 1.146)	1	3	3
r10i1231p1f1	1857-07-07	3	1.055	1.096	0.464	1.8690199726127856	1.2270098200897182	(3, 1.055)	1	1	1
r10i1231p1f1	1857-07-31	7	1.05	1.174	1.048	3.0178005742494114	3.015987328781857	(7, 1.05)	1	3	1
r10i1231p1f1	1858-06-13	3	1.145	1.224	0.734	1.9386833160041137	1.5715233286018926	(3, 1.145)	1	3	3
r10i1231p1f1	1858-07-03	4	1.106	1.311	0.824	2.2872683888821523	2.0270950613076266	(4, 1.106)	1	3	3
r10i1231p1f1	1858-07-23	5	1.272	1.432	1.858	2.7227018289917884	3.0806739544524726	(5, 1.272)	0	0	0
r10i1231p1f1	1859-06-27	4	1.101	1.243	0.803	2.2831983791938555	2.0047179954838996	(4, 1.101)	1	3	3
r10i1231p1f1	1859-07-05	3	1.048	1.193	0.443	1.8633927223480167	1.1944967045549193	(3, 1.048)	1	1	1
r10i1231p1f1	1860-07-01	3	0.932	0.949	0.097	1.7652125400234207	0.4081460345462895	(3, 0.932)	1	1	1
r10i1231p1f1	1860-07-06	4	1.041	1.098	0.562	2.2330206296081365	1.7040205549200482	(4, 1.041)	1	1	1
r10i1231p1f1	1861-07-16	4	1.14	1.261	0.962	2.3145136638593193	2.162863149818908	(4, 1.14)	1	3	3
r10i1231p1f1	1861-07-28	4	1.258	1.463	1.431	2.403696594362457	2.521559967436036	(4, 1.258)	0	3	3
r10i1231p1f1	1862-06-16	4	1.136	1.347	0.945	2.3113465986626185	2.1471001901536506	(4, 1.136)	0	3	3
r10i1231p1f1	1865-06-24	6	0.957	1.018	0.339	2.712372188050658	1.7887987801806102	(6, 0.957)	1	1	1
r10i1231p1f1	1867-06-23	6	1.122	1.301	1.332	2.86162728493567	3.0241409984150103	(6, 1.122)	0	3	3
r10i1231p1f1	1868-06-05	4	1.185	1.348	1.141	2.349468678892896	2.3153038654018205	(4, 1.185)	0	3	3
r10i1231p1f1	1868-08-10	4	1.189	1.335	1.156	2.352517461742255	2.327082564594433	(4, 1.189)	0	3	3
r10i1231p1f1	1870-08-08	6	1.259	1.458	2.156	2.970591143139973	3.4869651869565828	(6, 1.259)	0	0	0
r10i1231p1f1	1875-06-15	3	1.012	1.086	0.336	1.8339415387115605	1.0101115172736006	(3, 1.012)	1	1	1
r10i1231p1f1	1875-08-21	3	1.064	1.134	0.493	1.8762087885512986	1.2702388418084498	(3, 1.064)	1	1	1
r10i1231p1f1	1876-06-12	3	0.97	1.09	0.209	1.7984483569941683	0.7352463701651437	(3, 0.97)	1	1	1
r10i1231p1f1	1877-06-22	9	1.241	1.522	3.073	3.5411622020069116	4.430471501139684	(9, 1.241)	2	2	2
r10i1231p1f1	1878-08-11	4	1.042	1.111	0.569	2.233877894984255	1.7141582232045032	(4, 1.042)	1	1	1
r10i1231p1f1	1879-07-18	4	1.176	1.325	1.105	2.3425747412102043	2.286455711064162	(4, 1.176)	0	3	3
r10i1231p1f1	1881-06-09	3	1.072	1.147	0.517	1.8825557489911475	1.3046533024514237	(3, 1.072)	1	1	1
r10i1231p1f1	1882-07-20	11	1.259	1.518	3.954	3.848698397261481	4.978478967812675	(11, 1.259)	2	2	4
r10i1231p1f1	1882-08-13	6	1.086	1.214	1.119	2.830909230681918	2.8591031813252656	(6, 1.086)	1	3	3
r10i1231p1f1	1885-07-17	9	1.034	1.186	1.206	3.3644642386059345	3.51339447457897	(9, 1.034)	1	3	2
r10i1231p1f1	1886-08-24	3	1.122	1.287	0.667	1.9213368284541927	1.4964559081980222	(3, 1.122)	1	3	3
r10i1231p1f1	1887-07-01	6	1.275	1.537	2.252	2.9825759338228286	3.529224226319835	(6, 1.275)	0	0	0
r10i1231p1f1	1887-07-17	3	0.953	0.994	0.161	1.7837160842352977	0.6079054405056109	(3, 0.953)	1	1	1
r10i1231p1f1	1889-06-27	7	1.209	1.52	2.163	3.1523510485074655	3.71501786495679	(7, 1.209)	0	0	2
r10i1231p1f1	1891-07-15	9	1.396	1.744	4.46	3.6556328603203005	4.799255609702288	(9, 1.396)	2	2	4
r10i1231p1f1	1891-08-20	8	1.144	1.274	1.949	3.2915969660843003	3.808900776914385	(8, 1.144)	0	3	2
r10i1231p1f1	1893-08-10	3	0.981	1.067	0.243	1.8078666372859462	0.8165433392211622	(3, 0.981)	1	1	1
r10i1231p1f1	1895-07-01	8	1.158	1.243	2.061	3.3033106778692147	3.863570019496861	(8, 1.158)	0	3	2
r10i1231p1f1	1895-08-08	4	1.006	1.065	0.425	2.2025437388138194	1.4816045409242156	(4, 1.006)	1	1	1
r10i1231p1f1	1896-08-18	4	1.371	1.683	1.885	2.4822364212321215	2.77757626375082	(4, 1.371)	0	0	0
r10i1231p1f1	1899-06-13	5	0.979	1.159	0.394	2.48035905428742	1.6873344261893548	(5, 0.979)	1	1	1
r10i1231p1f1	1901-07-03	4	1.092	1.174	0.767	2.275830355685226	1.9651523952777084	(4, 1.092)	1	1	1
r10i1231p1f1	1901-08-07	3	1.158	1.31	0.774	1.9483563696870467	1.6137928111176032	(3, 1.158)	0	3	3
r10i1231p1f1	1901-08-16	6	1.455	1.918	3.333	3.108348448590164	3.911720877315604	(6, 1.455)	2	0	0
r10i1231p1f1	1902-08-01	9	1.227	1.502	2.945	3.530147462753068	4.3884435024699595	(9, 1.227)	2	0	2
r10i1231p1f1	1904-08-23	4	0.985	0.993	0.341	2.1838015570040787	1.3158718968233447	(4, 0.985)	1	1	1
r10i1231p1f1	1905-06-12	5	1.152	1.277	1.26	2.630431055091278	2.7138485752091657	(5, 1.152)	0	3	3
r10i1231p1f1	1905-07-31	5	1.118	1.186	1.092	2.6026615364721923	2.5808932036141434	(5, 1.118)	1	3	3
r10i1231p1f1	1906-06-08	8	1.143	1.333	1.948	3.2907549984455637	3.808398943750961	(8, 1.143)	0	3	2
r10i1231p1f1	1906-07-22	4	1.063	1.234	0.653	2.251712762620289	1.8284127868760904	(4, 1.063)	1	1	1
r10i1231p1f1	1906-08-05	6	1.014	1.164	0.685	2.766488629139443	2.4040041069851177	(6, 1.014)	1	1	1
r10i1231p1f1	1907-06-01	3	1.101	1.114	0.604	1.90523156945898	1.4203276194229513	(3, 1.101)	1	1	1
r10i1231p1f1	1907-06-26	3	1.084	1.248	0.551	1.8920012906264554	1.3514647888571463	(3, 1.084)	1	1	1
r10i1231p1f1	1910-08-25	3	1.288	1.441	1.163	2.0402645892270397	1.9520520017200835	(3, 1.288)	0	3	3
r10i1231p1f1	1915-06-14	3	0.973	1.029	0.22	1.8010257885243162	0.7622783578800849	(3, 0.973)	1	1	1
