member_id	start_date	DURATION	INT_MEAN	INT_PEAK	AUC	log_SEVERITY_1	log_SEVERITY_2	MV [D,I]	COMPINDX_k3_ss404	COMPINDX_k4_ss356	COMPINDX_k5_ss377
r10i1181p1f1	1907-07-04	3	1.101	1.149	0.179	1.90523156945898	0.6575776611843104	(3, 1.101)	1	1	1
r10i1181p1f1	1910-06-30	5	1.493	1.663	2.259	2.8731265465709366	3.267909304419192	(5, 1.493)	2	3	3
r10i1181p1f1	1911-06-28	4	1.197	1.293	0.622	2.3585872831093306	1.7877514478305163	(4, 1.197)	1	1	1
r10i1181p1f1	1913-06-08	4	1.252	1.448	0.842	2.399348761426354	2.045884758150993	(4, 1.252)	1	1	1
r10i1181p1f1	1913-06-27	3	1.345	1.529	0.912	2.0780436912094906	1.747265987746805	(3, 1.345)	1	1	3
r10i1181p1f1	1913-08-17	4	1.24	1.314	0.797	2.3905959703167587	1.9982314862542927	(4, 1.24)	1	1	1
r10i1181p1f1	1913-08-23	3	1.364	1.576	0.969	2.090326077682387	1.7975877347776366	(3, 1.364)	1	3	3
r10i1181p1f1	1914-06-10	3	1.155	1.244	0.342	1.9461324169557104	1.0214015026319605	(3, 1.155)	1	1	1
r10i1181p1f1	1914-06-20	3	1.311	1.354	0.809	2.0556809598416574	1.6493674723672203	(3, 1.311)	1	1	1
r10i1181p1f1	1914-07-20	5	1.57	1.99	2.644	2.9206387032703733	3.419718752635426	(5, 1.57)	2	2	0
r10i1181p1f1	1914-08-11	6	1.359	1.662	1.904	3.0432425410361312	3.3667084444595403	(6, 1.359)	2	3	3
r10i1181p1f1	1915-06-22	6	1.531	1.843	2.942	3.157043517123863	3.789593030596063	(6, 1.531)	2	2	0
r10i1181p1f1	1915-08-05	3	1.126	1.234	0.254	1.9243753052704822	0.8414907669685061	(3, 1.126)	1	1	1
r10i1181p1f1	1916-07-15	7	1.232	1.412	1.339	3.1703979028242055	3.25032127495376	(7, 1.232)	1	1	1
r10i1181p1f1	1918-06-02	6	1.246	1.413	1.227	2.960746616364451	2.9461818534976874	(6, 1.246)	1	1	1
r10i1181p1f1	1919-08-10	11	1.401	1.784	3.96	3.9534049323250127	4.979984837175957	(11, 1.401)	0	0	2
r10i1181p1f1	1920-07-27	8	1.572	2.028	4.245	3.599236422469781	4.575261189546436	(8, 1.572)	0	2	0
r10i1181p1f1	1920-08-16	5	1.705	1.901	3.32	2.99885137949087	3.6407057211073033	(5, 1.705)	2	2	0
r10i1181p1f1	1920-08-26	7	1.208	1.415	1.165	3.1515589660739396	3.11689191059157	(7, 1.208)	1	1	1
r10i1181p1f1	1921-06-07	5	1.585	1.927	2.722	2.929637273554657	3.4478546434074833	(5, 1.585)	2	2	0
r10i1181p1f1	1921-07-08	14	1.821	2.486	10.917	4.568400526099583	6.3506543316222395	(14, 1.821)	0	0	4
r10i1181p1f1	1924-08-08	3	1.386	1.541	1.034	2.1043618427217843	1.8520423236413943	(3, 1.386)	1	3	3
r10i1181p1f1	1924-08-13	3	1.375	1.597	1.0	2.097368585337483	1.823928522430647	(3, 1.375)	1	3	3
r10i1181p1f1	1924-08-18	3	1.29	1.423	0.745	2.041614618038424	1.5833266728259545	(3, 1.29)	1	1	1
r10i1181p1f1	1925-07-09	5	1.167	1.287	0.63	2.642441357949358	2.084878500735483	(5, 1.167)	1	1	1
r10i1181p1f1	1927-06-28	4	1.205	1.365	0.656	2.3646204839134985	1.8322614125373848	(4, 1.205)	1	1	1
r10i1181p1f1	1928-06-08	5	1.429	1.674	1.938	2.8318421514150005	3.120932123274279	(5, 1.429)	2	3	3
r10i1181p1f1	1930-06-05	7	1.248	1.453	1.451	3.1827628692938577	3.327654749496132	(7, 1.248)	1	1	1
r10i1181p1f1	1931-07-09	4	1.325	1.528	1.135	2.451005098112319	2.3105532626432224	(4, 1.325)	1	1	3
r10i1181p1f1	1931-07-31	5	1.33	1.452	1.443	2.7644212118971057	2.841019879358309	(5, 1.33)	1	3	3
r10i1181p1f1	1932-07-03	3	1.156	1.231	0.343	1.9468742842202946	1.0232708364453367	(3, 1.156)	1	1	1
r10i1181p1f1	1932-07-09	3	1.215	1.396	0.52	1.9896980531777022	1.3088730142073226	(3, 1.215)	1	1	1
r10i1181p1f1	1932-07-30	6	1.693	2.447	3.909	3.2535445320828806	4.068177375279777	(6, 1.693)	0	2	0
r10i1181p1f1	1932-08-10	3	1.435	1.666	1.182	2.134932860799873	1.965972149383562	(3, 1.435)	2	3	3
r10i1181p1f1	1933-08-12	3	1.482	1.832	1.322	2.1634032397365477	2.062970828995383	(3, 1.482)	2	3	3
r10i1181p1f1	1934-06-28	3	1.233	1.353	0.576	2.0024060492939144	1.3845387698406983	(3, 1.233)	1	1	1
r10i1181p1f1	1935-06-26	4	1.473	1.771	1.727	2.548194389023919	2.695707677903824	(4, 1.473)	2	3	3
r10i1181p1f1	1936-06-22	9	1.491	1.758	4.053	3.719820795353485	4.704390891528316	(9, 1.491)	0	0	2
r10i1181p1f1	1936-08-04	5	1.272	1.354	1.154	2.7227018289917884	2.6320407875973544	(5, 1.272)	1	1	1
r10i1181p1f1	1938-05-31	3	1.122	1.164	0.243	1.9213368284541927	0.8165433392211622	(3, 1.122)	1	1	1
r10i1181p1f1	1938-07-05	5	1.263	1.4	1.109	2.716069247625865	2.595179848575669	(5, 1.263)	1	1	1
r10i1181p1f1	1941-08-22	4	1.544	2.095	2.009	2.591666186359534	2.8374396945593974	(4, 1.544)	2	2	0
r10i1181p1f1	1942-06-20	6	1.436	1.701	2.37	3.0957949434486465	3.578834208401073	(6, 1.436)	2	3	3
r10i1181p1f1	1943-06-29	3	1.353	1.547	0.937	2.083233621139891	1.769649301018946	(3, 1.353)	1	1	3
r10i1181p1f1	1943-07-16	17	1.471	1.88	7.309	4.645414436492689	6.240876528856498	(17, 1.471)	0	0	4
r10i1181p1f1	1944-07-28	3	1.109	1.124	0.205	1.9113975294518544	0.7252325198030569	(3, 1.109)	1	1	1
r10i1181p1f1	1945-06-22	10	1.506	1.792	4.645	3.8841152117016695	4.996453859989872	(10, 1.506)	0	0	2
r10i1181p1f1	1945-08-14	3	1.344	1.467	0.909	2.077393051971457	1.7445460080509814	(3, 1.344)	1	1	1
r10i1181p1f1	1948-07-11	12	1.425	2.018	4.608	4.098272464883222	5.260360861082781	(12, 1.425)	0	0	2
r10i1181p1f1	1948-08-27	3	1.234	1.249	0.579	2.0031073361399168	1.3884351312223295	(3, 1.234)	1	1	1
r10i1181p1f1	1950-07-06	5	1.274	1.562	1.164	2.724169780877845	2.6400508094541792	(5, 1.274)	1	3	1
r10i1181p1f1	1952-07-14	3	1.264	1.473	0.668	2.0239204625683063	1.49761876651344	(3, 1.264)	1	1	1
r10i1181p1f1	1953-07-26	8	1.744	2.407	5.621	3.7003685817103635	4.853503482462473	(8, 1.744)	0	0	4
r10i1181p1f1	1953-08-17	4	1.663	1.786	2.487	2.6605392184311585	3.0395577530940208	(4, 1.663)	2	2	0
r10i1181p1f1	1954-06-13	6	1.163	1.452	0.728	2.895499666843295	2.4595350964685943	(6, 1.163)	1	1	1
r10i1181p1f1	1955-06-20	7	1.283	1.502	1.694	3.209289725671341	3.477334597331323	(7, 1.283)	1	3	2
r10i1181p1f1	1955-07-28	6	1.584	1.949	3.259	3.1896509281089624	3.889722638956758	(6, 1.584)	2	2	0
r10i1181p1f1	1956-08-01	3	1.292	1.521	0.751	2.042962826728956	1.5897066183619926	(3, 1.292)	1	1	1
r10i1181p1f1	1956-08-25	6	1.181	1.32	0.84	2.910015566337376	2.591173877030652	(6, 1.181)	1	1	1
r10i1181p1f1	1957-07-28	5	1.21	1.413	0.846	2.6760923635947345	2.347421503257298	(5, 1.21)	1	1	1
r10i1181p1f1	1957-08-15	3	1.31	1.626	0.807	2.055015601727822	1.6473683714759333	(3, 1.31)	1	1	3
r10i1181p1f1	1957-08-30	3	1.468	1.614	1.281	2.155007137010737	2.0355250837068217	(3, 1.468)	2	3	3
r10i1181p1f1	1960-06-15	5	1.253	1.499	1.061	2.7086477478046924	2.5543037100735937	(5, 1.253)	1	1	1
r10i1181p1f1	1961-08-03	3	1.471	1.739	1.288	2.156812245860361	2.0402645892270397	(3, 1.471)	2	3	3
r10i1181p1f1	1962-07-15	12	1.647	2.591	7.27	4.2408158929183095	5.714419780394408	(12, 1.647)	0	0	4
r10i1181p1f1	1964-08-24	4	1.328	1.573	1.146	2.453071926267982	2.3192455338871527	(4, 1.328)	1	3	3
r10i1181p1f1	1965-07-14	5	1.516	1.783	2.373	2.8875564246424537	3.3153107011655187	(5, 1.516)	2	3	3
r10i1181p1f1	1969-07-06	5	1.191	1.276	0.749	2.661362761078819	2.237947855062715	(5, 1.191)	1	1	1
r10i1181p1f1	1969-07-22	6	1.946	2.497	5.43	3.3877825449700554	4.39203112024724	(6, 1.946)	0	2	0
r10i1181p1f1	1972-08-16	4	1.404	1.56	1.449	2.504055468626761	2.5330616916750475	(4, 1.404)	1	3	3
r10i1181p1f1	1973-06-01	3	1.242	1.335	0.604	2.008699996037192	1.4203276194229513	(3, 1.242)	1	1	1
r10i1181p1f1	1973-06-18	15	1.534	2.108	7.389	4.5011126743431795	6.0643945792090195	(15, 1.534)	0	0	4
r10i1181p1f1	1974-08-08	3	1.239	1.34	0.593	2.0066064122360014	1.4064200702060552	(3, 1.239)	1	1	1
r10i1181p1f1	1975-07-15	11	1.364	1.695	3.549	3.9271606185342853	4.871202447358434	(11, 1.364)	0	0	2
r10i1181p1f1	1975-07-29	7	1.302	1.725	1.827	3.223400670259069	3.550666075714068	(7, 1.302)	2	3	2
r10i1181p1f1	1977-07-08	4	1.754	1.97	2.853	2.7101812621111643	3.170693475941653	(4, 1.754)	2	2	0
r10i1181p1f1	1978-08-11	3	1.484	1.503	1.328	2.1645969489671297	2.066924835692335	(3, 1.484)	2	3	3
r10i1181p1f1	1980-07-08	6	1.24	1.438	1.191	2.95617009379558	2.917989827104379	(6, 1.24)	1	1	1
r10i1181p1f1	1980-07-24	8	1.415	1.763	2.994	3.497046660130524	4.230425629668685	(8, 1.415)	2	3	2
r10i1181p1f1	1981-08-01	4	1.26	1.383	0.874	2.4051416813191375	2.0784410413462524	(4, 1.26)	1	1	1
r10i1181p1f1	1981-08-20	3	1.354	1.463	0.94	2.083880472575465	1.7723019395273694	(3, 1.354)	1	1	3
r10i1181p1f1	1981-08-26	3	1.226	1.368	0.555	1.9974832224048533	1.3568306874635405	(3, 1.226)	1	1	1
r10i1181p1f1	1984-06-04	8	1.418	1.835	3.014	3.4991004788615787	4.236986915010173	(8, 1.418)	2	3	2
r10i1181p1f1	1984-08-05	15	1.529	2.273	7.311	4.497884184942125	6.05380703058265	(15, 1.529)	0	0	4
r10i1181p1f1	1986-06-26	4	1.169	1.319	0.51	2.337179737758545	1.6253112615903906	(4, 1.169)	1	1	1
r10i1181p1f1	1986-07-07	5	1.358	1.557	1.584	2.78395522603609	2.929039881530229	(5, 1.358)	1	3	3
r10i1181p1f1	1986-07-17	6	2.082	2.58	6.242	3.453126293119207	4.529781438494774	(6, 2.082)	0	2	4
r10i1181p1f1	1986-07-26	3	1.537	1.748	1.487	2.195721923773198	2.1663848452922383	(3, 1.537)	2	3	3
r10i1181p1f1	1986-08-22	4	1.433	1.801	1.568	2.5228444891283925	2.6059436448308344	(4, 1.433)	2	3	3
r10i1181p1f1	1989-06-13	3	1.351	1.462	0.929	2.0819386616635143	1.7625410038512317	(3, 1.351)	1	1	1
r10i1181p1f1	1989-08-04	11	1.257	1.456	2.373	3.847142473304692	4.472482516216712	(11, 1.257)	1	3	2
r10i1181p1f1	1989-08-17	5	1.337	1.576	1.478	2.7693406046617954	2.8636023186694626	(5, 1.337)	1	3	3
r10i1181p1f1	1993-06-14	7	1.492	1.865	3.158	3.3545328908939136	4.085757439565242	(7, 1.492)	2	2	2
r10i1181p1f1	1994-07-24	5	1.494	2.023	2.263	2.8737582813906437	3.2696111118841764	(5, 1.494)	2	2	0
r10i1181p1f1	1995-07-19	9	1.679	1.987	5.738	3.835854450192099	5.049381535731368	(9, 1.679)	0	0	4
r10i1181p1f1	1995-08-04	4	1.485	1.823	1.776	2.5556757206762075	2.721821605186128	(4, 1.485)	2	3	3
r10i1181p1f1	1996-08-13	6	1.765	2.036	4.345	3.2936157484098896	4.172203311321868	(6, 1.765)	0	2	0
r10i1181p1f1	1998-06-23	3	1.193	1.241	0.456	1.9739434943828855	1.2147481921777037	(3, 1.193)	1	1	1
r10i1181p1f1	1998-07-08	5	1.281	1.43	1.199	2.7292907089163507	2.6675911632823714	(5, 1.281)	1	1	1
r10i1181p1f1	2000-08-24	6	1.309	1.766	1.604	3.0075764752386984	3.2016844680451966	(6, 1.309)	2	3	3
r10i1181p1f1	2002-07-14	3	1.443	1.686	1.204	2.1398364837060835	1.9818517992247855	(3, 1.443)	2	3	3
r10i1181p1f1	2003-06-17	11	1.549	1.924	5.586	4.051993096623456	5.322001308983019	(11, 1.549)	0	0	4
r10i1181p1f1	2003-07-07	6	1.653	2.214	3.673	3.2305687659561273	4.00700322082667	(6, 1.653)	2	2	0
r10i1181p1f1	2003-07-26	11	1.418	1.689	4.142	3.965236012107678	5.024617477504451	(11, 1.418)	0	0	2
r10i1181p1f1	2003-08-10	6	1.445	1.645	2.422	3.101760989063421	3.59993853335489	(6, 1.445)	2	3	3
r10i1181p1f1	2006-07-24	5	1.409	1.644	1.84	2.818583250202954	3.0713880832923093	(5, 1.409)	2	3	3
r10i1181p1f1	2006-08-16	5	1.245	1.618	1.019	2.7026706344750906	2.517112943145738	(5, 1.245)	1	1	1
r10i1181p1f1	2007-08-30	3	1.466	1.776	1.276	2.1538019183334955	2.032125916835549	(3, 1.466)	2	3	3
r10i1181p1f1	2009-06-11	6	1.651	2.057	3.658	3.2294060031025333	4.002985582171286	(6, 1.651)	2	2	0
r10i1181p1f1	2010-06-09	3	1.209	1.305	0.502	1.9854259119535547	1.2832834485922338	(3, 1.209)	1	1	1
r10i1231p1f1	1851-06-16	9	1.502	1.706	4.071	3.7269937862225944	4.708782173861799	(9, 1.502)	0	0	2
r10i1231p1f1	1851-08-22	6	1.241	1.387	1.149	2.9569343035199487	2.88406202034578	(6, 1.241)	1	1	1
r10i1231p1f1	1852-07-24	8	1.245	1.444	1.567	3.3731796642506917	3.5961379394478095	(8, 1.245)	1	3	2
r10i1231p1f1	1853-06-22	3	1.16	1.239	0.334	1.9498362618267655	1.0063196847660814	(3, 1.16)	1	1	1
r10i1231p1f1	1853-07-14	5	1.425	1.595	1.88	2.8292043977637307	3.0919074876763166	(5, 1.425)	2	3	3
r10i1231p1f1	1853-07-30	3	1.473	1.731	1.272	2.158013844065666	2.0293982396318806	(3, 1.473)	2	3	3
r10i1231p1f1	1855-08-20	6	1.471	1.607	2.532	3.1187989470598616	3.6431665647982356	(6, 1.471)	2	3	3
r10i1231p1f1	1856-06-03	7	1.237	1.303	1.313	3.174278404158264	3.2314800686007024	(7, 1.237)	1	1	1
r10i1231p1f1	1856-08-25	3	1.029	1.156	-0.061	1.8479571840630418	-0.3812096121882997	(3, 1.029)	1	1	1
r10i1231p1f1	1857-07-27	8	1.651	1.915	4.812	3.6469596036194476	4.699417351849873	(8, 1.651)	0	0	0
r10i1231p1f1	1858-05-31	3	1.25	1.282	0.602	2.014261551963053	1.4178133183003034	(3, 1.25)	1	1	1
r10i1231p1f1	1858-06-23	11	1.285	1.792	2.595	3.868708144038808	4.560936698109959	(11, 1.285)	2	3	2
r10i1231p1f1	1858-07-24	8	1.568	2.004	4.148	3.5967584045759473	4.552386578557393	(8, 1.568)	0	2	0
r10i1231p1f1	1861-08-24	9	1.445	1.757	3.566	3.6892543838190095	4.577613977217045	(9, 1.445)	2	3	2
r10i1231p1f1	1863-06-26	3	1.211	1.309	0.486	1.9868519878999251	1.259974070869148	(3, 1.211)	1	1	1
r10i1231p1f1	1864-07-21	9	1.78	2.147	6.579	3.893044038830343	5.185333421811174	(9, 1.78)	0	0	4
r10i1231p1f1	1864-08-12	3	1.382	1.524	0.999	2.1018244949350686	1.8230895610787659	(3, 1.382)	1	3	3
r10i1231p1f1	1864-08-28	6	1.433	1.73	2.305	3.0937983255630623	3.5518116197209775	(6, 1.433)	2	3	3
r10i1231p1f1	1865-06-19	6	1.756	2.184	4.238	3.2886937825965044	4.147658212989812	(6, 1.756)	0	2	0
r10i1231p1f1	1865-08-07	5	1.278	1.566	1.142	2.7270992357752313	2.6223432930337425	(5, 1.278)	1	3	3
r10i1231p1f1	1866-06-16	9	1.434	2.05	3.465	3.681804485441973	4.549181675779236	(9, 1.434)	0	0	2
r10i1231p1f1	1869-05-30	8	1.424	1.973	2.995	3.503195504962424	4.230754718399508	(8, 1.424)	2	3	2
r10i1231p1f1	1869-07-30	5	1.909	2.47	4.3	3.106525105463166	3.893359144422848	(5, 1.909)	0	2	0
r10i1231p1f1	1869-08-20	12	1.35	1.801	3.615	4.045127114671678	5.0190843538180205	(12, 1.35)	0	0	2
r10i1231p1f1	1870-06-30	4	1.302	1.482	1.011	2.4350158801745354	2.2069548619787955	(4, 1.302)	1	1	1
r10i1231p1f1	1870-08-09	5	1.697	1.826	3.237	2.9943832034222444	3.616060349132576	(5, 1.697)	2	2	0
r10i1231p1f1	1870-08-25	5	1.508	1.942	2.296	2.882560918689416	3.2835416022220154	(5, 1.508)	2	2	0
r10i1231p1f1	1873-07-09	4	1.405	1.612	1.425	2.50470927708418	2.517696472610991	(4, 1.405)	2	3	3
r10i1231p1f1	1874-06-13	3	1.306	1.515	0.771	2.052349733401824	1.6106838395258545	(3, 1.306)	1	1	1
r10i1231p1f1	1875-08-08	7	1.893	2.5	5.906	3.5851523432493497	4.703934853102082	(7, 1.893)	0	0	4
r10i1231p1f1	1875-08-29	3	1.291	1.415	0.726	2.042288949592007	1.5628507183091673	(3, 1.291)	1	1	1
r10i1231p1f1	1876-06-13	3	1.6	1.79	1.654	2.2315018821618717	2.261183358285748	(3, 1.6)	2	3	3
r10i1231p1f1	1876-06-30	4	1.32	1.48	1.085	2.4475508632442313	2.2700619012884857	(4, 1.32)	1	1	1
r10i1231p1f1	1877-06-10	5	1.132	1.213	0.415	2.614189585366307	1.7298558830759783	(5, 1.132)	1	1	1
r10i1231p1f1	1877-06-27	3	1.269	1.375	0.658	2.0273475879573266	1.4859288806888242	(3, 1.269)	1	1	1
r10i1231p1f1	1877-07-30	4	1.44	1.756	1.563	2.5273273656719524	2.6029859378536013	(4, 1.44)	2	3	3
r10i1231p1f1	1880-07-26	3	1.194	1.295	0.434	1.9746650211180787	1.180232259947073	(3, 1.194)	1	1	1
r10i1231p1f1	1881-06-09	6	1.611	1.986	3.369	3.2058622282948566	3.922250241714103	(6, 1.611)	2	2	0
r10i1231p1f1	1881-08-08	4	1.37	1.72	1.283	2.481567748522486	2.4216117994156865	(4, 1.37)	2	3	3
r10i1231p1f1	1882-07-15	10	1.45	1.824	4.01	3.8470155972589817	4.850523928190021	(10, 1.45)	0	0	2
r10i1231p1f1	1882-08-14	3	1.266	1.343	0.651	2.025292722467937	1.4776638838106866	(3, 1.266)	1	1	1
r10i1231p1f1	1886-06-09	4	1.307	1.649	1.03	2.4385136102182896	2.2235418856535927	(4, 1.307)	1	3	3
r10i1231p1f1	1886-06-24	4	1.802	2.212	3.013	2.7354059311120653	3.2230271959906767	(4, 1.802)	2	2	0
r10i1231p1f1	1888-08-05	3	1.24	1.414	0.573	2.007304760626642	1.3806271674231094	(3, 1.24)	1	1	1
r10i1231p1f1	1888-08-28	6	1.524	1.902	2.847	3.152656284484222	3.75752321968236	(6, 1.524)	2	2	0
r10i1231p1f1	1889-08-17	3	1.275	1.425	0.679	2.0314446947383757	1.5103217479538902	(3, 1.275)	1	1	1
r10i1231p1f1	1890-07-18	5	1.1	1.144	0.256	2.587641762809045	1.351228427814882	(5, 1.1)	1	1	1
r10i1231p1f1	1891-06-19	7	1.539	1.998	3.426	3.384481068514346	4.1658960589532334	(7, 1.539)	2	2	0
r10i1231p1f1	1891-08-21	6	1.514	1.83	2.788	3.1463552307114115	3.7370757376206045	(6, 1.514)	2	3	0
r10i1231p1f1	1892-07-01	3	1.298	1.47	0.748	2.0469965809886865	1.5865217335484747	(3, 1.298)	1	1	1
r10i1231p1f1	1893-06-23	11	1.813	2.392	8.4	4.206831348500267	5.728332412447346	(11, 1.813)	0	0	4
