member_id	start_date	DURATION	INT_MEAN	INT_PEAK	AUC	log_SEVERITY_1	log_SEVERITY_2	MV [D,I]	COMPINDX_k3_ss404	COMPINDX_k4_ss355	COMPINDX_k5_ss372
r1i1281p1f1	1958-08-15	6	1.637	1.91	3.235	3.2212285851006133	3.882482878705096	(6, 1.637)	1	1	4
r1i1281p1f1	1959-07-21	13	1.756	2.3	8.567	4.422538875420893	5.997828879461376	(13, 1.756)	2	2	2
r1i1281p1f1	1959-08-29	3	1.464	1.728	1.099	2.1525952453512627	1.9036841206135722	(3, 1.464)	0	0	0
r1i1281p1f1	1960-06-07	5	2.036	2.576	4.692	3.1681369877280963	3.978899193694287	(5, 2.036)	2	1	4
r1i1281p1f1	1960-07-09	6	1.683	2.051	3.514	3.2478498900726924	3.9635720601062148	(6, 1.683)	1	1	4
r1i1281p1f1	1962-06-19	3	1.072	1.12	-0.076	1.8825557489911475	-0.5023740791056922	(3, 1.072)	0	3	3
r1i1281p1f1	1962-08-08	3	1.107	1.181	0.029	1.9098596000764794	0.14036038958163513	(3, 1.107)	0	3	3
r1i1281p1f1	1964-08-17	4	1.451	1.715	1.414	2.534331533115523	2.510574396536578	(4, 1.451)	0	0	0
r1i1281p1f1	1964-08-27	4	1.3	1.384	0.81	2.4336133554004498	2.012232791986386	(4, 1.3)	0	3	3
r1i1281p1f1	1965-06-11	5	1.19	1.365	0.464	2.660581476076026	1.8225598479348308	(5, 1.19)	0	3	3
r1i1281p1f1	1966-07-01	4	1.31	1.437	0.85	2.4406063908914204	2.0541237336955462	(4, 1.31)	0	3	3
r1i1281p1f1	1966-07-16	3	1.183	1.284	0.256	1.9666994485426734	0.8459605466729375	(3, 1.183)	0	3	3
r1i1281p1f1	1967-07-20	5	1.738	1.829	3.201	3.0170744369439846	3.605178989451349	(5, 1.738)	1	1	4
r1i1281p1f1	1968-08-10	4	1.662	2.047	2.258	2.659979777857127	2.947801739796441	(4, 1.662)	1	1	4
r1i1281p1f1	1971-07-26	4	1.304	1.37	0.828	2.4364164406275663	2.031301166351901	(4, 1.304)	0	3	3
r1i1281p1f1	1971-08-28	3	1.391	1.545	0.881	2.107524500543906	1.7187962772257745	(3, 1.391)	0	3	3
r1i1281p1f1	1972-06-22	3	1.319	1.416	0.664	2.0609879473370127	1.4929591977335592	(3, 1.319)	0	3	3
r1i1281p1f1	1973-06-08	8	1.482	1.893	3.077	3.5419394809465756	4.257377989132371	(8, 1.482)	1	0	1
r1i1281p1f1	1973-07-16	3	1.266	1.31	0.506	2.025292722467937	1.2890268766635846	(3, 1.266)	0	3	3
r1i1281p1f1	1973-08-28	3	1.504	1.581	1.22	2.1764563182594565	1.993244281711825	(3, 1.504)	0	0	0
r1i1281p1f1	1975-07-01	3	1.228	1.3	0.393	1.9988922189911715	1.1125440895812542	(3, 1.228)	0	3	3
r1i1281p1f1	1977-06-21	3	1.287	1.425	0.569	2.039588890738971	1.3753877821585179	(3, 1.287)	0	3	3
r1i1281p1f1	1977-06-28	3	1.388	1.488	0.873	2.1056281063918063	1.7113157623497717	(3, 1.388)	0	3	3
r1i1281p1f1	1978-06-10	6	1.445	1.945	2.085	3.101760989063421	3.45452064254307	(6, 1.445)	1	0	0
r1i1281p1f1	1978-07-01	11	2.077	2.601	10.777	4.340878110093929	5.97679730462907	(11, 2.077)	2	2	2
r1i1281p1f1	1978-07-31	13	1.983	2.9	11.514	4.542736182986578	6.2928389367541495	(13, 1.983)	2	2	2
r1i1281p1f1	1980-07-20	4	1.563	1.83	1.861	2.6029859378536013	2.7655641073028168	(4, 1.563)	1	0	0
r1i1281p1f1	1983-06-05	5	1.422	1.75	1.623	2.8272215064453143	2.9520777105452387	(5, 1.422)	1	0	0
r1i1281p1f1	1983-07-31	4	1.529	1.842	1.728	2.5826381382813355	2.6962474889830585	(4, 1.529)	1	0	0
r1i1281p1f1	1983-08-15	3	1.484	1.872	1.159	2.1645969489671297	1.9490965895169745	(3, 1.484)	1	0	0
r1i1281p1f1	1983-08-20	11	1.48	1.872	4.204	4.0072359366309955	5.039378208933241	(11, 1.48)	2	2	1
r1i1281p1f1	1984-06-21	3	1.104	1.14	0.021	1.907548262098765	0.10356618760280575	(3, 1.104)	0	3	3
r1i1281p1f1	1985-07-12	8	1.459	1.645	2.891	3.526754605780612	4.1959359216435494	(8, 1.459)	1	0	1
r1i1281p1f1	1987-07-19	8	1.687	2.043	4.714	3.6679737567867963	4.679030533535062	(8, 1.687)	2	1	4
r1i1281p1f1	1988-06-17	5	1.926	2.341	4.143	3.114995751628868	3.8569361699993707	(5, 1.926)	1	1	4
r1i1281p1f1	1989-06-04	4	1.425	1.767	1.31	2.517696472610991	2.4406063908914204	(4, 1.425)	0	0	0
r1i1281p1f1	1992-08-16	8	1.396	1.801	2.389	3.4839402599506157	4.008367181531259	(8, 1.396)	1	0	1
r1i1281p1f1	1995-06-22	7	1.278	1.458	1.263	3.2055429854203377	3.1942177926659245	(7, 1.278)	0	3	3
r1i1281p1f1	1995-07-01	6	1.817	2.783	4.315	3.3215889776809178	4.165382066654211	(6, 1.817)	2	1	4
r1i1281p1f1	1995-07-23	4	1.894	2.422	3.187	2.7820438810105363	3.2769937782028493	(4, 1.894)	1	1	4
r1i1281p1f1	1996-08-02	3	1.529	1.767	1.293	2.1910854440634067	2.043636250061301	(3, 1.529)	1	0	0
r1i1281p1f1	1997-06-20	6	1.542	1.838	2.669	3.163899085454709	3.694516753166663	(6, 1.542)	1	0	0
r1i1281p1f1	1997-07-21	3	1.244	1.261	0.441	2.0100932874778716	1.1913443657207363	(3, 1.244)	0	3	3
r1i1281p1f1	1999-07-30	8	1.572	2.185	3.796	3.599236422469781	4.464685243941009	(8, 1.572)	1	1	4
r1i1281p1f1	2000-06-02	5	1.964	2.39	4.335	3.1336746283985084	3.9013011999935956	(5, 1.964)	2	1	4
r1i1281p1f1	2000-08-21	7	1.309	1.764	1.48	3.228549652677523	3.346740617992968	(7, 1.309)	0	0	0
r1i1281p1f1	2001-07-02	3	1.606	1.894	1.527	2.2348436657169133	2.1899229574343737	(3, 1.606)	1	0	0
r1i1281p1f1	2001-07-24	7	1.204	1.377	0.743	3.1483843474457704	2.6919582553853316	(7, 1.204)	0	3	3
r1i1281p1f1	2002-06-05	4	1.361	1.43	1.054	2.4755294879754035	2.2441081632350697	(4, 1.361)	0	3	3
r1i1281p1f1	2002-08-27	3	1.384	1.651	0.859	2.1030939735949343	1.6980886822539114	(3, 1.384)	0	3	0
r1i1281p1f1	2006-06-20	3	1.16	1.199	0.189	1.9498362618267655	0.6841431697898868	(3, 1.16)	0	3	3
r1i1281p1f1	2006-06-28	4	1.383	1.599	1.141	2.4902258112656	2.3153038654018205	(4, 1.383)	0	3	0
r1i1281p1f1	2006-07-07	6	1.281	1.522	1.099	2.9870334564637573	2.842111016452669	(6, 1.281)	0	3	3
r1i1281p1f1	2007-06-11	6	1.398	1.685	1.803	3.0702050345643412	3.31413436833679	(6, 1.398)	0	0	0
r1i1281p1f1	2007-07-03	6	1.694	1.899	3.577	3.2541122167465617	3.9810069222544393	(6, 1.694)	1	1	4
r1i1281p1f1	2007-07-12	4	1.443	1.665	1.384	2.529242463608052	2.4908887214655477	(4, 1.443)	0	0	0
r1i1281p1f1	2008-08-09	3	1.235	1.283	0.412	2.0038081315273124	1.1444822561168142	(3, 1.235)	0	3	3
r1i1281p1f1	2008-08-25	6	1.337	1.71	1.435	3.0277059593926148	3.0951298469976907	(6, 1.337)	0	0	0
r1i1281p1f1	2010-08-03	11	1.33	1.856	2.564	3.902421471532816	4.5490450854896896	(11, 1.33)	1	0	1
r1i1301p1f1	1851-06-25	3	1.37	1.512	0.843	2.0941735925475293	1.6827546344954722	(3, 1.37)	0	3	3
r1i1301p1f1	1854-06-12	4	1.437	1.663	1.392	2.52540859309733	2.4961762420462312	(4, 1.437)	0	0	0
r1i1301p1f1	1854-07-03	7	1.384	1.498	2.069	3.2821149534705922	3.6716930156821093	(7, 1.384)	0	0	0
r1i1301p1f1	1854-08-12	3	1.386	1.677	0.893	2.1043618427217843	1.7299131632208489	(3, 1.386)	0	3	0
r1i1301p1f1	1855-06-07	3	1.411	1.609	0.968	2.1200760468377458	1.7967263712524728	(3, 1.411)	0	3	0
r1i1301p1f1	1855-08-20	7	1.428	1.699	2.372	3.31225432583265	3.8051069420645542	(7, 1.428)	1	0	1
r1i1301p1f1	1855-08-29	4	1.521	1.838	1.73	2.577789643934714	2.6973262377392344	(4, 1.521)	1	0	0
r1i1301p1f1	1857-07-12	4	1.485	1.664	1.583	2.5556757206762075	2.614764637046214	(4, 1.485)	0	0	0
r1i1301p1f1	1857-08-09	3	1.249	1.487	0.48	2.01356804665576	1.2510910467268215	(3, 1.249)	0	3	3
r1i1301p1f1	1859-06-10	11	1.584	2.063	5.447	4.073952557178566	5.296927438864555	(11, 1.584)	2	2	1
r1i1301p1f1	1860-06-21	3	1.385	1.666	0.888	2.1037281090948614	1.7252961370721198	(3, 1.385)	0	3	0
r1i1301p1f1	1861-06-16	7	1.494	1.806	2.834	3.3558257201376396	3.979427687242062	(7, 1.494)	1	0	1
r1i1301p1f1	1861-07-11	7	1.711	1.991	4.355	3.487013038448857	4.402511978838944	(7, 1.711)	1	1	4
r1i1301p1f1	1861-08-14	4	1.186	1.202	0.39	2.3502317464613984	1.415853163361435	(4, 1.186)	0	3	3
r1i1301p1f1	1861-08-20	3	1.353	1.407	0.793	2.083233621139891	1.6332616347132483	(3, 1.353)	0	3	3
r1i1301p1f1	1863-07-06	6	2.063	2.367	5.842	3.444249975701964	4.464292037222712	(6, 2.063)	2	1	4
r1i1301p1f1	1864-07-12	3	1.3	1.315	0.633	2.0483375580106298	1.456091954898091	(3, 1.3)	0	3	3
r1i1301p1f1	1864-08-20	4	1.904	2.383	3.259	2.7869846025235137	3.2984999834238127	(4, 1.904)	1	1	4
r1i1301p1f1	1866-07-17	3	1.633	1.939	1.633	2.249745014139315	2.249745014139315	(3, 1.633)	1	0	0
r1i1301p1f1	1867-06-21	3	1.308	1.385	0.657	2.0536835559213014	1.4847523408808556	(3, 1.308)	0	3	3
r1i1301p1f1	1867-07-07	5	1.15	1.326	0.307	2.628818727167972	1.4889331539772386	(5, 1.15)	0	3	3
r1i1301p1f1	1867-07-25	11	1.457	1.892	4.052	3.9918603784532154	5.002795309277497	(11, 1.457)	2	2	1
r1i1301p1f1	1868-06-24	4	1.29	1.612	0.806	2.4265710727750367	2.007945539974766	(4, 1.29)	0	3	3
r1i1301p1f1	1869-08-03	9	1.561	1.776	4.247	3.7646128901993743	4.750732663985942	(9, 1.561)	1	0	1
r1i1301p1f1	1871-08-15	4	1.195	1.303	0.425	2.3570732782781154	1.4816045409242156	(4, 1.195)	0	3	3
r1i1301p1f1	1874-08-13	7	1.458	1.777	2.583	3.3322951446651037	3.8885052063089622	(7, 1.458)	1	0	1
r1i1301p1f1	1875-06-14	3	1.42	1.699	0.994	2.125673250105425	1.8188841638866633	(3, 1.42)	0	0	0
r1i1301p1f1	1875-06-19	7	2.015	2.717	6.485	3.645928169330126	4.79664869600576	(7, 2.015)	2	1	4
r1i1301p1f1	1875-07-03	5	1.242	1.315	0.766	2.7004199741703525	2.2580207247105015	(5, 1.242)	0	3	3
r1i1301p1f1	1876-08-03	3	1.176	1.192	0.263	1.9615972110500632	0.8614492922244954	(3, 1.176)	0	3	3
r1i1301p1f1	1877-07-21	3	1.218	1.275	0.388	1.991827299029127	1.1039669733908037	(3, 1.218)	0	3	3
r1i1301p1f1	1877-07-29	7	1.334	1.53	1.717	3.2467254291159438	3.490406716606327	(7, 1.334)	0	0	3
r1i1301p1f1	1877-08-09	3	1.348	1.467	0.777	2.0799930727846583	1.6168921469545445	(3, 1.348)	0	3	3
r1i1301p1f1	1877-08-18	12	1.381	1.744	3.508	4.067437320236261	4.989240186293518	(12, 1.381)	1	0	1
r1i1301p1f1	1880-07-10	4	1.674	2.028	2.342	2.666672496648232	2.9824443792270556	(4, 1.674)	1	1	4
r1i1301p1f1	1880-08-25	4	1.373	1.67	1.138	2.4835724267748636	2.31293138504819	(4, 1.373)	0	0	0
r1i1301p1f1	1881-06-10	3	1.471	1.632	1.146	2.156812245860361	1.9394307280744352	(3, 1.471)	0	0	0
r1i1301p1f1	1883-08-05	5	1.176	1.257	0.434	2.649578905176584	1.7668291948906856	(5, 1.176)	0	3	3
r1i1301p1f1	1884-06-01	3	1.307	1.521	0.655	2.0530168670468605	1.4823951003662912	(3, 1.307)	0	3	3
r1i1301p1f1	1884-06-20	6	1.459	1.944	2.222	3.1109713297401784	3.5162090918755164	(6, 1.459)	1	0	0
r1i1301p1f1	1884-07-01	3	1.455	1.533	1.098	2.147147125388408	1.9029094972892788	(3, 1.455)	0	3	0
r1i1301p1f1	1885-06-14	3	1.329	1.415	0.72	2.0675823194866925	1.556296541794345	(3, 1.329)	0	3	3
r1i1301p1f1	1885-07-25	7	1.461	1.673	2.603	3.3342773125159875	3.8960609802028583	(7, 1.461)	1	0	1
r1i1301p1f1	1887-08-01	8	1.413	1.713	2.594	3.495675100464856	4.089256970559489	(8, 1.413)	1	0	1
r1i1301p1f1	1887-08-11	5	1.639	2.028	2.751	2.9613777094014493	3.4581167956821877	(5, 1.639)	1	1	4
r1i1301p1f1	1891-07-03	10	1.464	1.806	3.756	3.856420332568999	4.785616226065631	(10, 1.464)	1	0	1
r1i1301p1f1	1892-07-13	4	1.263	1.354	0.695	2.4073054037644486	1.8809906029559977	(4, 1.263)	0	3	3
r1i1301p1f1	1892-08-16	7	1.487	1.641	2.79	3.351293486414944	3.964074950963864	(7, 1.487)	1	0	1
r1i1301p1f1	1893-06-16	4	1.219	1.594	0.522	2.375091783780794	1.6440325571985994	(4, 1.219)	0	3	3
r1i1301p1f1	1893-07-21	7	1.588	2.389	3.497	3.4147771436922323	4.186093048287931	(7, 1.588)	1	1	4
r1i1301p1f1	1894-06-13	3	1.952	2.393	2.59	2.410801584089842	2.6712502998048557	(3, 1.952)	1	1	4
r1i1301p1f1	1896-07-29	4	1.385	1.543	1.183	2.4915511925066687	2.3479407947148427	(4, 1.385)	0	3	3
r1i1301p1f1	1897-08-20	4	1.234	1.342	0.582	2.386190676848843	1.7327169285942716	(4, 1.234)	0	3	3
r1i1301p1f1	1898-06-07	3	1.263	1.467	0.524	2.023233625810394	1.3144717404249726	(3, 1.263)	0	3	3
r1i1301p1f1	1898-08-20	3	1.496	1.784	1.223	2.1717294344688143	1.9953659981339325	(3, 1.496)	1	0	0
r1i1301p1f1	1899-07-23	9	1.465	2.02	3.384	3.7026590775223083	4.525780598318578	(9, 1.465)	1	0	1
r1i1301p1f1	1899-08-22	3	1.355	1.441	0.797	2.0845269058647236	1.637312477901555	(3, 1.355)	0	3	3
r1i1301p1f1	1900-06-02	8	1.494	1.707	3.237	3.5497714264951985	4.3073697460411315	(8, 1.494)	1	0	1
r1i1301p1f1	1900-07-24	6	1.831	2.463	4.452	3.328988426769178	4.196160352897405	(6, 1.831)	2	1	4
r1i1301p1f1	1901-07-16	3	1.297	1.419	0.624	2.0463254175420507	1.4451289374708147	(3, 1.297)	0	3	3
r1i1301p1f1	1903-06-03	6	1.284	1.506	1.172	2.9892547887932457	2.902783955276358	(6, 1.284)	0	3	3
r1i1301p1f1	1903-06-27	4	1.519	1.654	1.721	2.576573838313824	2.6924626777604965	(4, 1.519)	1	0	0
r1i1301p1f1	1903-08-19	5	1.343	1.559	1.272	2.7735380507917475	2.7227018289917884	(5, 1.343)	0	3	3
r1i1301p1f1	1906-06-16	5	1.432	1.881	1.714	2.8338159106469982	3.003854328543422	(5, 1.432)	1	0	0
r1i1301p1f1	1908-08-20	3	1.706	2.023	1.851	2.288956244028366	2.3625580328111777	(3, 1.706)	1	1	4
r1i1301p1f1	1909-06-20	4	1.286	1.408	0.787	2.423740214550513	1.9873262527720303	(4, 1.286)	0	3	3
r1i1301p1f1	1910-06-11	3	1.198	1.252	0.328	1.9775459332921197	0.994857148389743	(3, 1.198)	0	3	3
r1i1301p1f1	1910-07-17	3	1.416	1.605	0.98	2.1231894711408397	1.807014086039882	(3, 1.416)	0	3	0
r1i1301p1f1	1910-07-24	6	1.68	2.158	3.548	3.2461351545617845	3.9730190903728952	(6, 1.68)	1	1	4
r1i1301p1f1	1910-08-04	3	1.27	1.429	0.544	2.0280316058632835	1.3420046207966683	(3, 1.27)	0	3	3
r1i1301p1f1	1911-06-21	3	1.303	1.401	0.641	2.0503456578987986	1.4657369740698964	(3, 1.303)	0	3	3
r1i1301p1f1	1911-08-22	4	1.505	1.931	1.666	2.5680215564985067	2.6622156647584108	(4, 1.505)	1	0	0
r1i1301p1f1	1912-05-30	11	1.421	1.625	3.649	3.9673093966452733	4.898779674996187	(11, 1.421)	1	0	1
r1i1301p1f1	1913-07-23	5	1.345	1.705	1.281	2.774933293376471	2.7292907089163507	(5, 1.345)	0	0	0
r1i1301p1f1	1914-08-21	4	1.149	1.187	0.242	2.3216030988298075	1.0770481107522691	(4, 1.149)	0	3	3
r1i1301p1f1	1916-06-12	4	1.238	1.353	0.596	2.3891296943942315	1.7523253999826478	(4, 1.238)	0	3	3
r1i1301p1f1	1916-06-27	3	1.198	1.28	0.329	1.9775459332921197	0.9967767186648551	(3, 1.198)	0	3	3
r1i1301p1f1	1916-07-20	4	1.214	1.362	0.502	2.3713646083888715	1.6126328033306196	(4, 1.214)	0	3	3
r1i1301p1f1	1919-07-15	3	1.37	1.549	0.842	2.0941735925475293	1.6817884042514022	(3, 1.37)	0	3	3
r1i1301p1f1	1920-08-12	7	1.412	1.968	2.266	3.301399365046624	3.760430221636211	(7, 1.412)	1	0	1
r1i1301p1f1	1920-08-29	4	1.305	1.511	0.864	2.437115985951652	2.068380594320411	(4, 1.305)	0	3	3
r1i1301p1f1	1921-06-12	5	1.473	1.696	1.922	2.8604073108315786	3.113009103944459	(5, 1.473)	1	0	0
r1i1301p1f1	1922-06-12	6	1.881	2.27	4.752	3.354976856437629	4.260421717291798	(6, 1.881)	2	1	4
r1i1301p1f1	1923-08-08	5	1.271	1.492	0.909	2.7219670441761172	2.412598373928903	(5, 1.271)	0	3	3
r1i1301p1f1	1924-07-21	8	1.621	1.996	4.255	3.6291040500678817	4.577589916221186	(8, 1.621)	1	1	1
r1i1301p1f1	1926-06-02	5	1.556	1.916	2.338	2.912166346811434	3.3009951928928505	(5, 1.556)	1	0	0
r1i1301p1f1	1926-06-18	7	1.266	1.564	1.242	3.1964931152614366	3.1781439053908818	(7, 1.266)	0	3	3
r1i1301p1f1	1926-08-12	6	1.471	2.406	2.292	3.1187989470598616	3.5463183573631496	(6, 1.471)	1	1	4
r1i1301p1f1	1930-06-19	3	1.254	1.293	0.494	2.017030773679079	1.2716966740794537	(3, 1.254)	0	3	3
r1i1301p1f1	1930-06-25	8	1.292	1.498	1.623	3.4089877167621605	3.630304390503322	(8, 1.292)	0	0	3
r1i1301p1f1	1930-07-12	3	1.311	1.572	0.667	2.0556809598416574	1.4964559081980222	(3, 1.311)	0	3	3
r1i1301p1f1	1930-07-21	6	1.249	1.398	0.963	2.9630270473274924	2.7182085455534524	(6, 1.249)	0	3	3
r1i1301p1f1	1932-07-20	8	1.28	1.43	1.527	3.3999664162483763	3.570998263025138	(8, 1.28)	0	3	3
r1i1301p1f1	1932-08-18	5	1.162	1.485	0.365	2.638453929697122	1.625473464760949	(5, 1.162)	0	3	3
r1i1301p1f1	1933-07-10	3	1.198	1.241	0.327	1.9775459332921197	0.9929338862767116	(3, 1.198)	0	3	3
r1i1301p1f1	1935-06-07	3	1.687	1.777	1.793	2.278897661593123	2.333764066894309	(3, 1.687)	1	0	0
r1i1301p1f1	1935-08-19	3	1.456	1.685	1.102	2.1477539399011274	1.9060043968328555	(3, 1.456)	0	0	0
r1i1301p1f1	1936-06-05	4	1.265	1.302	0.705	2.4087452888224363	1.8931119634883424	(4, 1.265)	0	3	3
r1i1301p1f1	1937-06-24	15	1.751	2.211	9.931	4.632044880379882	6.359468264770856	(15, 1.751)	2	2	2
r1i1301p1f1	1937-07-22	3	1.434	1.499	1.035	2.1343182137754835	1.8528573527641976	(3, 1.434)	0	3	3
r1i1301p1f1	1937-08-10	14	1.402	2.178	4.383	4.310010239633858	5.4406654427216585	(14, 1.402)	2	2	1
r1i1301p1f1	1938-08-06	3	1.574	1.722	1.455	2.2168903666583364	2.147147125388408	(3, 1.574)	1	0	0
r1i1301p1f1	1938-08-18	10	1.19	1.614	1.017	3.6540577591328636	3.5013553013743546	(10, 1.19)	0	0	1
r1i1301p1f1	1939-06-05	3	1.417	1.622	0.985	2.1238109944799253	1.8112695923709663	(3, 1.417)	0	3	0
r1i1301p1f1	1939-07-25	3	1.456	1.574	1.103	2.1477539399011274	1.9067766274057756	(3, 1.456)	0	3	0
r1i1301p1f1	1942-06-15	4	1.233	1.341	0.577	2.38545457081634	1.72561966672351	(4, 1.233)	0	3	3
r1i1301p1f1	1942-07-06	8	1.57	1.995	3.852	3.597998181094253	4.479162536335355	(8, 1.57)	1	1	1
r1i1301p1f1	1945-06-17	3	1.202	1.225	0.34	1.980418569647406	1.0176523190040379	(3, 1.202)	0	3	3
r1i1301p1f1	1945-07-14	3	1.392	1.576	0.909	2.108155833588867	1.7445460080509814	(3, 1.392)	0	3	3
r1i1301p1f1	1945-07-20	4	1.276	1.355	0.75	2.416627809034706	1.9459101490553132	(4, 1.276)	0	3	3
r1i1301p1f1	1946-06-20	3	1.576	1.927	1.463	2.2180219404578065	2.151991362398152	(3, 1.576)	1	0	0
r1i1301p1f1	1947-06-13	3	1.28	1.407	0.575	2.034846174051035	1.3832366016989441	(3, 1.28)	0	3	3
r1i1301p1f1	1947-06-22	7	1.465	1.842	2.636	3.3369141059899734	3.9084045304721142	(7, 1.465)	1	0	1
r1i1301p1f1	1947-08-10	4	1.292	1.698	0.812	2.427983502388379	2.014369544936121	(4, 1.292)	0	3	3
r1i1301p1f1	1947-08-20	4	1.682	1.956	2.373	2.671109553289927	2.994931953383222	(4, 1.682)	1	1	4
r1i1301p1f1	1950-06-30	3	1.195	1.302	0.32	1.9753860276277764	0.9793664743973505	(3, 1.195)	0	3	3
r1i1301p1f1	1950-07-22	5	1.587	1.95	2.491	2.9308309880366226	3.362117849414057	(5, 1.587)	1	0	0
r1i1301p1f1	1951-07-28	6	1.62	1.96	3.185	3.2112081149665253	3.8672295723541295	(6, 1.62)	1	1	4
r1i1301p1f1	1952-06-12	5	1.372	1.662	1.416	2.7935809802260967	2.8232438891087424	(5, 1.372)	0	0	0
r1i1301p1f1	1953-08-25	6	1.776	2.224	4.123	3.299598770017512	4.120588446690929	(6, 1.776)	1	1	4
r1i1301p1f1	1954-07-10	3	1.257	1.349	0.505	2.019102669039607	1.2875941092124685	(3, 1.257)	0	3	3
r1i1301p1f1	1954-07-31	3	1.247	1.422	0.476	2.0121795915224925	1.2451248876848824	(3, 1.247)	0	3	3
r1i1301p1f1	1955-06-05	3	1.504	1.66	1.246	2.1764563182594565	2.011484640358179	(3, 1.504)	0	0	0
r1i1301p1f1	1956-07-05	3	1.232	1.313	0.43	2.001704270299514	1.1738266020037689	(3, 1.232)	0	3	3
r1i1301p1f1	1958-06-28	4	1.365	1.509	1.103	2.4782176616372036	2.2848283714047866	(4, 1.365)	0	3	3
r1i1301p1f1	1960-06-14	8	1.458	1.967	2.956	3.526089134353142	4.217839323701369	(8, 1.458)	1	0	1
r1i1301p1f1	1960-07-11	4	1.283	1.389	0.775	2.4216117994156865	1.9740810260220096	(4, 1.283)	0	3	3
r1i1301p1f1	1960-08-18	3	1.312	1.635	0.668	2.0563458755484163	1.49761876651344	(3, 1.312)	0	3	3
r1i1301p1f1	1961-06-01	5	1.158	1.278	0.348	2.635252499687377	1.587347359123446	(5, 1.158)	0	3	3
r1i1301p1f1	1961-08-13	3	1.49	1.62	1.203	2.168169550748172	1.9811354412044515	(3, 1.49)	0	0	0
r1i1301p1f1	1963-06-16	3	1.273	1.445	0.553	2.030080856770745	1.3541513372645073	(3, 1.273)	0	3	3
r1i1301p1f1	1963-08-01	5	1.478	1.664	1.943	2.8636023186694626	3.1233952482092167	(5, 1.478)	1	0	0
r1i1301p1f1	1965-06-08	3	1.671	1.848	1.745	2.2703480895003754	2.309291154776312	(3, 1.671)	1	0	0
r1i1301p1f1	1966-06-06	3	1.335	1.458	0.738	2.0715181700506955	1.575831590544333	(3, 1.335)	0	3	3
r1i1301p1f1	1967-08-24	3	1.163	1.214	0.222	1.9520520017200835	0.7671157105610386	(3, 1.163)	0	3	3
r1i1301p1f1	1968-06-04	3	1.37	1.495	0.842	2.0941735925475293	1.6817884042514022	(3, 1.37)	0	3	3
r1i1301p1f1	1968-07-05	3	1.636	1.949	1.641	2.2513870954917135	2.2541179198518617	(3, 1.636)	1	0	0
r1i1301p1f1	1968-08-06	5	2.027	2.406	4.69	3.163893585290211	3.9784808223954986	(5, 2.027)	2	1	4
r1i1301p1f1	1970-07-31	3	1.33	1.511	0.724	2.0682393712801277	1.5606707623481586	(3, 1.33)	0	3	3
r1i1301p1f1	1970-08-14	6	1.221	1.597	0.792	2.9415380310417527	2.5368644312568005	(6, 1.221)	0	3	3
r1i1301p1f1	1971-06-04	4	1.485	1.71	1.583	2.5556757206762075	2.614764637046214	(4, 1.485)	1	0	0
r1i1301p1f1	1972-06-04	7	1.548	1.731	3.214	3.3901149041314875	4.10304184755492	(7, 1.548)	1	0	1
r1i1301p1f1	1972-07-17	3	1.419	1.655	0.991	2.12505288348338	1.8163524103314332	(3, 1.419)	0	3	0
r1i1301p1f1	1973-06-10	5	1.217	1.384	0.643	2.6814648306528506	2.1027867283216217	(5, 1.217)	0	3	3
r1i1301p1f1	1974-06-26	3	1.165	1.212	0.227	1.9535264388390532	0.7791076972350053	(3, 1.165)	0	3	3
r1i1301p1f1	1974-07-18	3	1.507	1.717	1.256	2.1782231551049995	2.0184125141151683	(3, 1.507)	1	0	0
r1i1301p1f1	1974-08-26	7	1.571	1.962	3.378	3.4043699161078576	4.1520069263951225	(7, 1.571)	1	1	1
r1i1301p1f1	1976-07-23	6	1.741	2.13	3.912	3.2804362854739644	4.068931420507486	(6, 1.741)	1	1	4
r1i1301p1f1	1978-06-09	6	1.415	1.776	1.954	3.0817341706840735	3.391746789979694	(6, 1.415)	1	0	0
r1i1301p1f1	1978-07-25	6	1.194	1.373	0.63	2.920369758028874	2.328162312031119	(6, 1.194)	0	3	3
r1i1301p1f1	1978-08-10	3	1.499	1.766	1.229	2.1735046352904637	1.9995959735061966	(3, 1.499)	1	0	0
r1i1301p1f1	1979-06-01	7	1.782	2.235	4.855	3.526451751461328	4.509934444784976	(7, 1.782)	2	1	4
r1i1301p1f1	1979-06-17	9	1.453	2.166	3.28	3.694637842724602	4.494908791730554	(9, 1.453)	1	0	1
r1i1301p1f1	1979-07-01	3	1.714	2.105	1.874	2.293161353971495	2.3737506356016946	(3, 1.714)	1	1	4
r1i1301p1f1	1982-07-06	5	1.09	1.239	0.008	2.579198923624043	0.08566629861883457	(5, 1.09)	0	3	3
r1i1301p1f1	1982-07-29	11	1.595	2.008	5.563	4.080755682642587	5.317895560799328	(11, 1.595)	2	2	1
r1i1301p1f1	1983-07-07	3	1.268	1.421	0.538	2.0266631018505987	1.333824059440456	(3, 1.268)	0	3	3
r1i1301p1f1	1987-08-04	6	1.228	1.343	0.837	2.9469537316204097	2.587864593198437	(6, 1.228)	0	3	3
r1i1301p1f1	1988-08-04	6	1.511	1.732	2.535	3.144457146336442	3.644319727440006	(6, 1.511)	1	0	0
r1i1301p1f1	1988-08-20	3	1.32	1.344	0.693	2.0616493448548585	1.5262592457129922	(3, 1.32)	0	3	3
